PaperName,URL,LastEdited,Disciplines,Tags
"Assessing the Predictive Validity and Reliability of the DASS-21, PHQ-9 and GAD-7 in an Indonesian Sample",https://psyarxiv.com/eqcm9/,"Oct 4, 2020",['Psychiatry'],"['Anxiety', 'Depression', 'Questionnaire Validation', 'Reliability', 'Validity']"
Reduced effective emotion regulation in night owls.,https://psyarxiv.com/4jxb5/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Health Psychology', 'Life Sciences']",[]
"Resilience of Adolescents, Though Weakened DuringPandemic-Related Quarantine, Serves as a Protective Process Against Depression and Sleep Problems",https://psyarxiv.com/u86zj/,"Nov 16, 2020","['Social and Behavioral Sciences', 'Educational Psychology', 'Health Psychology', 'Mental Health']","['adolescents', 'depression', 'quarantine', 'resilience', 'sleep problems', 'social support']"
"Relationship between depression symptoms and music use: The role of trait affect, music skills, music preferences",https://psyarxiv.com/jmfke/,"Oct 12, 2020","['Social and Behavioral Sciences', 'Music', 'Psychology, other', 'Clinical Psychology', 'Depressive Disorders']","['Depression', 'Indian', 'Maladaptive', 'Mental health', 'musical engagement', 'Music preferences', 'Music Skills', 'symptoms', 'Trait Affect']"
Attentional Bias Components in Anxiety and Depression: A Systematic Review,https://psyarxiv.com/2twux/,"Oct 19, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Anxiety Disorders', 'Depressive Disorders']","['anxiety', 'attentional bias', 'avoidance', 'delayed disengagement', 'depression', 'facilitation']"
Longitudinal relationship between cognition and depressive symptoms in older adults from the Virginia Cognitive Aging Project: a latent dual change score analysis,https://psyarxiv.com/p6fmd/,"Sep 28, 2020","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Memory', 'Clinical Psychology', 'Depressive Disorders']","['aging', 'association', 'cognition', 'depression', 'directionality']"
The impact of maternal adverse childhood experiences and prenatal depressive symptoms on foetal attachment: Preliminary evidence from expectant mothers across eight middle-income countries,https://psyarxiv.com/rgtq6/,"Jan 14, 2021","['Social and Behavioral Sciences', 'Developmental Psychology', 'Prenatal Development']",[]
Network analyses reveal which symptoms improve (or not) following an Internet intervention (Deprexis) for depression,https://psyarxiv.com/ca5dg/,"Jul 1, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']","['Clinical Trials', 'Depression', 'Empirical Supported Treatments', 'Internet', 'Treatment']"
Neurocognitive predictors of self-reported reward responsivity and approach motivation in depression: a data-driven approach,https://psyarxiv.com/steuk/,"Jun 29, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry', 'Depressive Disorders']","['affective working memory', 'approach motivation', 'attentional bias', 'Behavioral Activation Scale', 'cognitive bias', 'depression', 'drift-diffusion modeling', 'electrophysiology', 'eye tracking', 'machine learning', 'pupil dilation', 'reward responsivity', 'self-referential processing']"
Mechanisms of Parental Stress During and After the COVID-19 Lockdown: A two-wave longitudinal study,https://psyarxiv.com/76pgw/,"Jan 2, 2021","['Psychiatry', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Anxiety Disorders', 'Health Psychology', 'Stress', 'Trauma and Stress', 'Mental Health', 'Depressive Disorders']","['Anxiety', 'COVID-19', 'Depression', 'Lockdown', 'Mental Health', 'Parental stress', 'Parents', 'Physical Distancing', 'Social Distancing']"
"The Shamiri Group Intervention for Adolescent Anxiety and Depression: Study Protocol for a Randomized Controlled Trial of a Lay Provider-Delivered, School-Based Intervention in Kenya",https://psyarxiv.com/wh6q5/,"Aug 17, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Intervention Research', 'Psychotherapy', 'Depressive Disorders', 'Anxiety Disorders', 'Therapy']","['Adolescents', 'Anxiety', 'Depression', 'Global Mental Health', 'Shamiri', 'Sub Saharan Africa']"
"Political Depression? A Big-Data, Multi-Method Investigation of Americans’ Emotional Response to the Trump Presidency",https://psyarxiv.com/dk34j/,"Sep 28, 2020","['Social and Behavioral Sciences', 'Social and Personality Psychology']","['big data', 'emotion', 'politics', 'social cognition', 'social media']"
"Relationships between Nutrition and Physical Activity, and the Symptoms of Insomnia, Depression and Anxiety among Adolescents in South China During COVID-19 Pandemic",https://psyarxiv.com/nkwm7/,"Oct 20, 2020","['Social and Behavioral Sciences', 'Cognitive Psychology']",[]
Feasibility and efficacy of the addition of heart rate variability biofeedback to a remote digital health intervention for depression,https://psyarxiv.com/8wpq7/,"Jul 26, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Psychiatry']","['biofeedback', 'depression', 'digital health', 'heart rate variability', 'online intervention', 'online therapy', 'smartphone app']"
Transitions in Depression (TRANS-ID) Recovery: Study protocol for a repeated intensive longitudinal n = 1 study design to search for personalized early warning signals of critical transitions towards improvement in depression,https://psyarxiv.com/fertq/,"Jan 25, 2021","['Social and Behavioral Sciences', 'Quantitative Methods', 'Experimental Design and Sample Surveys', 'Clinical Psychology', 'Psychotherapy', 'Depressive Disorders', 'Emotion', 'Mental Disorders', 'Psychiatry', 'Psychology, other']",[]
Emotional complexity across the life story: Diminished positive emodiversity and elevated negative emodiversity in sufferers of chronic depression,https://psyarxiv.com/kg23q/,"Nov 19, 2018","['Social and Behavioral Sciences', 'Psychology, other', 'Clinical Psychology']",[]
Late chronotype is associated with enhanced amygdala reactivity and reduced fronto-limbic functional connectivity to fearful versus happy facial expressions,https://psyarxiv.com/m5qsb/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Cognitive Psychology']","['Chronotype', 'Depression', 'Emotion', 'Neuroimaging', 'Psychophysiological Interactions']"
Depression in early adolescence: Contributions from relational aggression and variation in the oxytocin receptor gene,https://psyarxiv.com/kjgwr/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Developmental Psychology', 'Clinical Psychology']","['Depression', 'Interpersonal Stress', 'OXTR', 'Oxytocin Receptor Gene', 'Relational Aggression', 'rs53576']"
Positive Imagery Training Increases Positive Self-Referent Cognition in Depression,https://psyarxiv.com/7xkhg/,"Dec 4, 2018","['Social and Behavioral Sciences', 'Clinical Psychology']","['depression', 'mental imagery', 'online interventions', 'self-reference', 'SRET']"
"Depression and Anxiety Symptoms Amongst Kenyan Adolescents: Psychometric Properties, Prevalence, Sociodemographic Factors, and Psychological Wellbeing",https://psyarxiv.com/ze8tf/,"Jul 13, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Mental Disorders', 'Anxiety Disorders', 'Depressive Disorders', 'Psychiatry']","['adolescents', 'anxiety', 'depression', 'Kenya', 'prevalence', 'sociodemographic factors', 'sub-Saharan Africa']"
"Depression, sleeping pattern & suicidal ideation among medical students in Bangladesh: A cross-sectional pilot study",https://psyarxiv.com/qk24v/,"Sep 23, 2020",['Psychiatry'],"['Bangladesh', 'depression', 'Medical student', 'mental health', 'sleeping pattern', 'suicidal ideation']"
Treating depression with a smartphone-delivered self-help cognitive behavioral therapy for insomnia: A parallel-group randomized controlled trial,https://psyarxiv.com/7p5t6/,"Jan 19, 2021",['Psychiatry'],"['cognitive behavioral therapy for insomnia', 'insomnia', 'major depression', 'sleep disturbance', 'smartphone intervention']"
"Optimism, Mindfulness, and Resilience as Potential Protective Factors for the Mental Health Consequences of Fear of the Coronavirus",https://psyarxiv.com/eqx4y/,"May 3, 2021","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Individual Differences', 'Clinical Psychology', 'Depressive Disorders', 'Trauma and Stress', 'Anxiety Disorders', 'Health Psychology', 'Stress', 'Mental Health']",[]
Passage-of-Time Dysphoria: A Highly Replicable Decline in Mood During Rest and Simple Tasks that is Moderated by Depression,https://psyarxiv.com/bwv58/,"May 18, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Neuroscience', 'Computational Neuroscience', 'Emotion', 'Behavioral Neuroscience', 'Cognitive Psychology', 'Psychiatry']","['affect', 'boredom', 'depression', 'neuroscience', 'psychology', 'reward']"
Letter to the Editor: Claims about the effects of botulinum toxin on depression should raise some eyebrows.,https://psyarxiv.com/g4sh6/,"May 31, 2021","['Psychiatry', 'Social and Behavioral Sciences', 'Cognitive Psychology', 'Emotion', 'Social and Personality Psychology', 'Quantitative Methods']","['Botulinum toxin', 'Depression', 'Facial feedback hypothesis', 'Meta-analysis']"
"The relationship between sleep quality, fatigue and psychological wellbeing amongst primary carers for those with brain injury",https://psyarxiv.com/wmnc8/,"Dec 29, 2018","['Social and Behavioral Sciences', 'Health Psychology', 'Mental Health']","['brain injury', 'carer', 'fatigue', 'sleep', 'stroke', 'traumatic brain injury']"
Early Life Stress Predicts Depressive Symptoms in Adolescents During the COVID-19 Pandemic: The Mediating Role of Perceived Stress,https://psyarxiv.com/4dkaf/,"Dec 16, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']","['Adolescence', 'COVID-19', 'Depression', 'Early Life Stress', 'Perceived Stress']"
"The relationship between sleep quality, fatigue and psychological wellbeing amongst primary carers for those with brain injury",https://psyarxiv.com/wmnc8/,"Dec 29, 2018","['Social and Behavioral Sciences', 'Health Psychology', 'Mental Health']","['brain injury', 'carer', 'fatigue', 'sleep', 'stroke', 'traumatic brain injury']"
The genetic and environmental hierarchical structure of anxiety and depression in the UK Biobank,https://psyarxiv.com/pzh9n/,"Aug 4, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Anxiety Disorders', 'Psychology, other', 'Depressive Disorders']","['Anxiety', 'Depression', 'Genetics', 'Loneliness', 'Social isolation']"
"Status, rivalry and admiration-seeking in narcissism and depression: a behavioral study",https://psyarxiv.com/mxve9/,"Sep 27, 2020","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Personality Processes', 'Achievement and Status', 'Self and Social Identity', 'Personality and Situations', 'Psychiatry', 'Interpersonal Relationships', 'Self-esteem']","['admiration', 'competition', 'competitive behavior', 'depression', 'dominance', 'frustration', 'narcissism', 'narcissistic', 'old age', 'personality', 'rivalry', 'social behavior', 'social decision-making', 'social defeat', 'social rank', 'undergraduate', 'video game']"
PTSD symptoms among health workers and public service providers during the COVID-19 outbreak,https://psyarxiv.com/w8c6p/,"Oct 22, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Trauma and Stress', 'Life Sciences', 'Psychiatry', 'Depressive Disorders', 'Anxiety Disorders']","['anxiety', 'burnout', 'covid-19', 'depression', 'emotional support', 'epidemiology', 'health anxiety', 'intepersonal problems', 'mental health', 'metacognitions', 'pandemic', 'prevalence', 'PTSD', 'worry']"
Do melancholic and atypical specifiers reduce heterogeneity in major depressive disorder?: A secondary analysis of the STAR*D trial,https://psyarxiv.com/ubndc/,"Sep 26, 2020","['Psychiatry', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']","['Atypical', 'Depression', 'Melancholia', 'Nosology']"
Wanting and Liking: Testing the Factor Structure of The Temporal Experience of Pleasure Scale in Major Depression and Community Samples,https://psyarxiv.com/hgpb7/,"Sep 2, 2020","['Psychiatry', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Cognitive Psychology', 'Memory', 'Assessment']","['anticipatory pleasure', 'confirmatory factor analysis', 'consummatory pleasure', 'depression', 'liking', 'temporal experience of pleasure scale', 'wanting']"
Early Life Stress Predicts Depressive Symptoms in Adolescents During the COVID-19 Pandemic: The Mediating Role of Perceived Stress,https://psyarxiv.com/4dkaf/,"Dec 16, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']","['Adolescence', 'COVID-19', 'Depression', 'Early Life Stress', 'Perceived Stress']"
"Sibling Rivalry Over Maternal Investment and its Relationship with Maternal Sleep, Postpartum Depression, and Interbirth Intervals",https://psyarxiv.com/m6yeg/,"Jul 30, 2021","['Social and Behavioral Sciences', 'Evolution', 'Parenting']","['infant night waking', 'interbirth intervals', 'maternal sleep', 'mother-offspring conflict', 'parental investment', 'parent-offspring conflict', 'postpartum depression', 'sleeping problems']"
Feasibility and efficacy of the addition of heart rate variability biofeedback to a remote digital health intervention for depression,https://psyarxiv.com/8wpq7/,"Jul 26, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Psychiatry']","['biofeedback', 'depression', 'digital health', 'heart rate variability', 'online intervention', 'online therapy', 'smartphone app']"
Emotional complexity across the life story: Diminished positive emodiversity and elevated negative emodiversity in sufferers of chronic depression,https://psyarxiv.com/kg23q/,"Nov 19, 2018","['Social and Behavioral Sciences', 'Psychology, other', 'Clinical Psychology']",[]
Depression in early adolescence: Contributions from relational aggression and variation in the oxytocin receptor gene,https://psyarxiv.com/kjgwr/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Developmental Psychology', 'Clinical Psychology']","['Depression', 'Interpersonal Stress', 'OXTR', 'Oxytocin Receptor Gene', 'Relational Aggression', 'rs53576']"
