PaperName,URL,LastEdited,Categories,Source
Religiosity and Depression at Midlife: A Prospective Study,/pfkbv,"Jan 24, 2020","['Medicine and Health Sciences', 'Psychiatry and Psychology']",OSF Preprints
Physical activity cancels the negative impact of adverse childhood experiences and depression on functional dependence,http://osf.io/ms2u7/,"Jul 22, 2020","['Medicine and Health Sciences', 'Rehabilitation and Therapy', 'Life Sciences', 'Kinesiology', 'Psychology of Movement', 'Social and Behavioral Sciences', 'Sociology']",SportRxiv
Using Network Analysis to Identify Central Symptoms of Adolescent Depression,https://psyarxiv.com/kp7xd/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Psychology', 'Child Psychology', 'Quantitative Psychology', 'Clinical Psychology']",PsyArXiv
Relationship between Physical Activity Level and Depression of Elderly People Living Alone: Results from a Nationally Representative Sample of Elderly in South Korea,,"Mar 25, 2019",[],Preprints.org
Causal relationship between occupational dysfunction and depression in healthcare workers: A study using structural equation model,http://peerj.com/preprints/787v1,"Jan 13, 2015","['Nursing', 'Epidemiology', 'Statistics and Probability', 'Public Health', 'Psychiatry and Psychology']",PeerJ
A network perspective on comorbid depression in adolescents with obsessive-compulsive disorder,https://psyarxiv.com/8d9kx/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Child Psychology']",PsyArXiv
The Brazilian Depression in the 1980s and 1990s,,"Aug 14, 2014",[],RePEc
Mental Health in Cypriot Citizens of the Rural Health Centre Kofinou,,"Aug 9, 2016",[],Preprints.org
Prevalence of Depression among Epileptic Patients and its Association with Drug Therapy: A Systematic Review and Meta-Analysis.,http://www.biorxiv.org/content/early/2018/08/08/387571,"Aug 8, 2018",[],bioRxiv
Reward learning deficits in Parkinson's disease depend on depression,http://dx.doi.org/10.1101/069062,"Aug 12, 2016",[],bioRxiv
Social relationships and postpartum depression in South Asia: a systematic review,http://eprints.lse.ac.uk/45029/,"Jan 29, 2015",[],RePEc
Evolution and Depression,http://www.escholarship.org/uc/item/5jr7q3w6.pdf,"Jul 18, 2013",[],RePEc
Preprint: Cognitive Control in Depression: Toward Clinical Models Informed by Cognitive Neuroscience,/qt72z,"Oct 1, 2018","['Life Sciences', 'Neuroscience and Neurobiology', 'Cognitive Neuroscience', 'Social and Behavioral Sciences', 'Psychology', 'Cognitive Psychology', 'Clinical Psychology']",OSF Preprints
"The Effectiveness of Transdiagnostic Group therapy on Anxiety, Depression and Perfectionism for Mothers of Children with Cerebral palsy",https://psyarxiv.com/j9mbz/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
Inflation Expectations in the Recovery from the Great Depression,http://www.federalreserve.gov/econresdata/notes/feds-notes/2016/inflation-expectations-in-the-recovery-from-the-great-depression-20160830.html,"Sep 22, 2016",[],RePEc
Social relationships and postpartum depression in South Asia: a systematic review,http://eprints.lse.ac.uk/45029/,"Jan 29, 2015",[],RePEc
Preprint: Cognitive Control in Depression: Toward Clinical Models Informed by Cognitive Neuroscience,/qt72z,"Oct 1, 2018","['Life Sciences', 'Neuroscience and Neurobiology', 'Cognitive Neuroscience', 'Social and Behavioral Sciences', 'Psychology', 'Cognitive Psychology', 'Clinical Psychology']",OSF Preprints
"The Effectiveness of Transdiagnostic Group therapy on Anxiety, Depression and Perfectionism for Mothers of Children with Cerebral palsy",https://psyarxiv.com/j9mbz/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
Mental Health in Cypriot Citizens of the Rural Health Centre Kofinou,,"Aug 11, 2016",[],Preprints.org
The morning cortisol to CRP ratio prospectively predicts first-onset depression in at risk adolescents,https://psyarxiv.com/gma4w/,"Oct 26, 2020","['Social and Behavioral Sciences', 'Life Sciences', 'Physiology']",PsyArXiv
Deflation and Depression: Is There and Empirical Link?,http://www.nber.org/papers/w10268.pdf,"Mar 16, 2017",[],RePEc
Inflation Expectations in the Recovery from the Great Depression,http://www.federalreserve.gov/econresdata/notes/feds-notes/2016/inflation-expectations-in-the-recovery-from-the-great-depression-20160830.html,"Sep 22, 2016",[],RePEc
Perinatal depression and child development: exploring the economic consequences from a South London cohort,http://eprints.lse.ac.uk/57718/,"Mar 12, 2015",[],RePEc
Youth Depression and Future Criminal Behavior,http://ftp.iza.org/dp6577.pdf,"Feb 18, 2016",[],RePEc
Resonance breathing is associated with improvements in depression and anxiety symptoms during heart rate variability biofeedback sessions,https://psyarxiv.com/7g5q8/,"May 3, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
The role of depression in the discrepancy between estimated and actual smartphone use: A cubic response surface analysis,/e9pfa,"May 28, 2021","['Social and Behavioral Sciences', 'Communication', 'Psychology', 'Science and Technology Studies']",OSF Preprints
The lateral habenula in depression: a mini-review,http://peerj.com/preprints/27659,"Apr 17, 2019","['Neuroscience and Neurobiology', 'Psychiatry and Psychology']",PeerJ
Lessons from the 1930s' Great Depression,http://www.cepr.org/active/publications/discussion_papers/dp.php?dpno=8057,"Dec 4, 2014",[],RePEc
"Family Socio-Economic Status, Childhood Life-Events and the Dynamics of Depression from Adolescence to Early Adulthood",http://www.melbourneinstitute.com/downloads/working_paper_series/wp2013n11.pdf,"Dec 15, 2016",[],RePEc
"Relative wage setting, contracts and unemployment during the deflations of 1920-22 and 1931-34 in Sweden",,"Aug 20, 2015",[],RePEc
Right Wing Political Extremism in the Great Depression,http://www.economics.ox.ac.uk/materials/papers/5679/bromheadeichengreenorourke95.pdf,"Nov 24, 2016",[],RePEc
The Keynesian-Monetarist Debate on Business Cycles: A Case Study of The Great Depression,http://mpra.ub.uni-muenchen.de/75539/1/MPRA_paper_75539.pdf,"Dec 22, 2016",[],RePEc
Attentional bias modification treatment for depression: Study protocol for a randomized controlled trial,https://psyarxiv.com/8ern2/,"Dec 13, 2018","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Counseling Psychology']",PsyArXiv
A Registered Report of Error-Related Negativity and Reward Positivity as Biomarkers of Depression: P-Curving the Evidence,https://psyarxiv.com/hj6zc/,"Jan 28, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Life Sciences', 'Research Methods in Life Sciences', 'Cognitive Psychology']",PsyArXiv
A longitudinal assessment of depression and anxiety in the Republic of Ireland during the COVID-19 pandemic,https://psyarxiv.com/4avt6/,"Nov 12, 2020","['Life Sciences', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Social and Behavioral Sciences', 'Psychology', 'Quantitative Psychology']",PsyArXiv
Youth Depression and Future Criminal Behavior,http://ftp.iza.org/dp6577.pdf,"Feb 18, 2016",[],RePEc
Resonance breathing is associated with improvements in depression and anxiety symptoms during heart rate variability biofeedback sessions,https://psyarxiv.com/7g5q8/,"May 3, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
The role of depression in the discrepancy between estimated and actual smartphone use: A cubic response surface analysis,/e9pfa,"May 28, 2021","['Social and Behavioral Sciences', 'Communication', 'Psychology', 'Science and Technology Studies']",OSF Preprints
Mental Health in Cypriot Citizens of the Rural Health Centre Kofinou,,"Aug 11, 2016",[],Preprints.org
The morning cortisol to CRP ratio prospectively predicts first-onset depression in at risk adolescents,https://psyarxiv.com/gma4w/,"Oct 26, 2020","['Social and Behavioral Sciences', 'Life Sciences', 'Physiology']",PsyArXiv
A Framework to Improve the Quality of Treatment for Depression in Primary Care.,http://ps.psychiatryonline.org/article.aspx?articleID=96650,"Dec 26, 2013",[],RePEc
"Rare Events, Financial Crises, and the Cross-Section of Asset Returns",http://www.cepr.org/active/publications/discussion_papers/dp.php?dpno=10520,"Apr 2, 2015",[],RePEc
Reverse assimilation? Immigrants in the Canadian labour market during the Great Depression,http://eprints.lse.ac.uk/57209/,"Nov 20, 2014",[],RePEc
Money aggregates and economic activity during the Great Depression and 2007-11,http://mpra.ub.uni-muenchen.de/37371/1/MPRA_paper_37371.pdf,"Aug 20, 2015",[],RePEc
Cognitive Ability in Childhood and the Chronicity and Suicidality of Depression,http://bjp.rcpsych.org/content/early/2015/11/05/bjp.bp.114.158782,"Dec 3, 2015",[],RePEc
The lateral habenula in depression: a mini-review,http://peerj.com/preprints/27659,"Apr 17, 2019","['Neuroscience and Neurobiology', 'Psychiatry and Psychology']",PeerJ
"Relative wage setting, contracts and unemployment during the deflations of 1920-22 and 1931-34 in Sweden",,"Aug 20, 2015",[],RePEc
Lessons from the 1930s' Great Depression,http://www.cepr.org/active/publications/discussion_papers/dp.php?dpno=8057,"Dec 4, 2014",[],RePEc
"Family Socio-Economic Status, Childhood Life-Events and the Dynamics of Depression from Adolescence to Early Adulthood",http://www.melbourneinstitute.com/downloads/working_paper_series/wp2013n11.pdf,"Dec 15, 2016",[],RePEc
Right Wing Political Extremism in the Great Depression,http://www.economics.ox.ac.uk/materials/papers/5679/bromheadeichengreenorourke95.pdf,"Nov 24, 2016",[],RePEc
A Smartphone-Assisted Brief Behavioral Intervention for Pregnant Women with Depression: a Study Protocol of a Randomized Controlled Trial,https://psyarxiv.com/bmgzd/,"Nov 18, 2020","['Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Systemic Review of Clinical- and Cost-effectiveness of Computerized Cognitive Behavioral Therapy (CCBT) for Adult Depression (Japanese),http://www.rieti.go.jp/jp/publications/dp/14j003.pdf,"Feb 18, 2016",[],RePEc
On the welfare gains of eliminating a small likelihood of economic crises: A case for stabilization policies?,http://www.philadelphiafed.org/research-and-data/publications/working-papers/2003/wp03-20.pdf,"Feb 25, 2016",[],RePEc
"Transformational Crisis, Transformational Depression, The Changing Agriculture The Hungarian Case",http://purl.umn.edu/7835,"Nov 20, 2014",[],RePEc
"""Liquidation"" Cycles: Old-Fashioned Real Business Cycle Theory and the Great Depression",http://www.nber.org/papers/w3546.pdf,"Apr 3, 2014",[],RePEc
Religion and Depression in Adolescence,http://ftp.iza.org/dp9652.pdf,"Feb 11, 2016",[],RePEc
"Industrial composition, methods of compensation, and real earnings in the Great Depression",http://hdl.handle.net/1893/10981,"Sep 25, 2014",[],RePEc
"Causes and mechanism of development of periodontitis and caries. The relationship between periodontal diseases, depression and orofacial pain.",/vc5a7,"Oct 11, 2018","['Medicine and Health Sciences', 'Mental and Social Health', 'Dentistry', 'Periodontics and Periodontology', 'Psychiatric and Mental Health']",OSF Preprints
Depression - Psychoedukation in leichter Sprache für unbegleitete minderjährige Flüchtlinge,https://psyarxiv.com/cfqdj/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Psychology', 'Counseling Psychology', 'Multicultural Psychology', 'Child Psychology', 'Clinical Psychology']",PsyArXiv
Automated audiovisual depression analysis,https://psyarxiv.com/zaum3/,"Dec 5, 2018","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
Postnatal depression symptom trajectories across the COVID-19 pandemic: Evidence from the United Kingdom,/8azct,"Jun 1, 2021","['Medicine and Health Sciences', 'Psychiatry and Psychology', 'Mental Disorders']",OSF Preprints
The Great Depression and the Friedman-Schwartz Hypothesis,http://www.nber.org/papers/w10255.pdf,"Mar 16, 2017",[],RePEc
The Finnish Great Depression: From Russia with Love,http://ftp.iza.org/dp4113.pdf,"May 15, 2014",[],RePEc
The Great Depression and the Friedman-Schwartz Hypothesis,http://papers.nber.org/papers/w10255,"Nov 24, 2016",[],RePEc
Understanding the relationship between negative emotional eating and binge eating: The moderating effects of acting with awareness and non-reactive mindfulness,/txnsr,"Jan 11, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",OSF Preprints
"Media Consumption and Mental Health during COVID-19 lockdown: A UK Cross-sectional study across England, Wales, Scotland and Northern",https://psyarxiv.com/5d9fc/,"Feb 2, 2021","['Life Sciences', 'Social and Behavioral Sciences']",PsyArXiv
Dissociating cognitive and affective empathy in unipolar depression,https://psyarxiv.com/hqjct/,"Nov 5, 2020","['Social and Behavioral Sciences', 'Psychology']",PsyArXiv
Affect instability links task-based negativity bias and variability in depressive symptoms,https://psyarxiv.com/gdszp/,"May 24, 2021",['Social and Behavioral Sciences'],PsyArXiv
Screening Depression and Anxiety via Brief Measures of Psychological Inflexibility,https://psyarxiv.com/rwhgj/,"Jul 10, 2021","['Social and Behavioral Sciences', 'Psychology', 'Health Psychology']",PsyArXiv
Depression and socio-econornic risk factors: 7-year longitudinal population study.,http://lirias.kuleuven.be/bitstream/123456789/100434/1/depressionandsocioeconomic.pdf,"Mar 17, 2016",[],RePEc
The Great Recession and the Great Depression,http://www.nber.org/papers/w15645.pdf,"Oct 3, 2013",[],RePEc
Positive memory specificity reduces adolescent vulnerability to depression,http://www.biorxiv.org/content/early/2018/09/14/329409,"Sep 14, 2018",[],bioRxiv
Diabetes and depression comorbidity and socio-economic status in low and middle income countries (LMICs): a mapping of the evidence,http://eprints.lse.ac.uk/47482/,"Mar 6, 2014",[],RePEc
Inflammatory Phenotype of Depression Symptom Structure: A Network Perspective,https://psyarxiv.com/frkhj/,"Dec 14, 2020","['Social and Behavioral Sciences', 'Psychology', 'Health Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Clinical Psychology']",PsyArXiv
PSYCHOLOGICAL DISTRESS EXPERIENCES OF NIGERIANS AMID COVID-19 PANDEMIC,http://osf.io/sw6g2/,"May 4, 2020","['Social and Behavioral Sciences', 'Psychology', 'Cognitive Psychology']",AfricArXiv
"Depression and anxiety among paediatric and adult in-patients with dengue fever in Metro Manila, Philippines",https://psyarxiv.com/6jnzx/,"Jun 15, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Health Psychology']",PsyArXiv
Anxiety and depression in the Republic of Ireland during the COVID-19 pandemic,https://psyarxiv.com/8yqxr/,"May 28, 2021","['Social and Behavioral Sciences', 'Life Sciences', 'Psychology', 'Quantitative Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
"Bereavement from COVID-19, Gender, and Reports of Depression among Older Adults in Europe",http://osf.io/tzm9n/,"Jul 12, 2021","['Social and Behavioral Sciences', 'Sociology', 'Medicine and Health', 'Family, Life Course, and Society']",SocArXiv
The Monetary and Banking Reforms During the 1930 Depression in Argentina,,"Dec 19, 2013",[],RePEc
Data Appendix to The Great Depression in Italy: Trade Restrictions and Real Wage Rigidities,http://economicdynamics.org/appendix/perri02.xls,"Jul 21, 2016",[],RePEc
Genetic variation in the Major Histocompatibility Complex and association with depression,http://www.biorxiv.org/content/early/2018/11/19/469023,"Nov 19, 2018",[],bioRxiv
Psychological distress experiences of Nigerians during Covid-19 pandemic; the gender difference,http://osf.io/cu2h3/,"Sep 16, 2020","['Medicine and Health Sciences', 'Social and Behavioral Sciences']",AfricArXiv
